order_id,branch,region,order_date,dispatch_date,delivery_date,delivery_status,order_value,shipping_cost,items_count,source_file,processing_time_days,delivery_time_days,total_fulfillment_days,on_time,late_flag,returned_flag,cost_impact
EAS-1180,East_A,East,2025-10-01,2025-10-02,2025-10-07,Delivered,274.5,13.69,2,East_A_orders.csv,1,5,6,False,True,False,5.49
EAS-1181,East_A,East,2025-10-01,2025-10-03,2025-10-05,Delivered,411.68,13.69,4,East_A_orders.csv,2,2,4,True,False,False,0.0
EAS-1182,East_A,East,2025-10-04,2025-10-11,2025-10-19,Delivered,2054.32,152.56,5,East_A_orders.csv,7,8,15,False,True,False,41.086400000000005
EAS-1183,East_A,East,2025-10-09,2025-10-11,2025-10-13,Delivered,2968.88,115.61,5,East_A_orders.csv,2,2,4,True,False,False,0.0
EAS-1184,East_A,East,2025-10-05,2025-10-06,2025-10-09,Delivered,158.3,5.95,1,East_A_orders.csv,1,3,4,True,False,False,0.0
EAS-1185,East_A,East,2025-10-03,2025-10-03,2025-10-03,Delivered,3174.78,212.91,1,East_A_orders.csv,0,0,0,True,False,False,0.0
EAS-1186,East_A,East,2025-10-02,2025-10-07,2025-10-14,Delivered,432.2,27.41,2,East_A_orders.csv,5,7,12,False,True,False,8.644
EAS-1187,East_A,East,2025-10-04,2025-10-07,2025-10-13,Delivered,4248.15,101.24,4,East_A_orders.csv,3,6,9,False,True,False,84.963
EAS-1188,East_A,East,2025-10-06,2025-10-07,2025-10-12,Delivered,3792.96,125.94,1,East_A_orders.csv,1,5,6,False,True,False,75.8592
EAS-1189,East_A,East,2025-10-15,2025-10-17,2025-10-23,Delivered,1147.33,68.2,3,East_A_orders.csv,2,6,8,False,True,False,22.9466
EAS-1190,East_A,East,2025-10-01,2025-10-01,2025-10-04,Delivered,1990.71,157.12,4,East_A_orders.csv,0,3,3,True,False,False,0.0
EAS-1191,East_A,East,2025-10-03,2025-10-04,2025-10-05,Delivered,885.57,32.7,2,East_A_orders.csv,1,1,2,True,False,False,0.0
EAS-1192,East_A,East,2025-10-07,2025-10-09,2025-10-12,Delivered,2455.54,186.36,3,East_A_orders.csv,2,3,5,True,False,False,0.0
EAS-1193,East_A,East,2025-10-05,2025-10-05,2025-10-05,Delivered,4793.39,341.66,4,East_A_orders.csv,0,0,0,True,False,False,0.0
EAS-1194,East_A,East,2025-10-03,2025-10-03,2025-10-08,Delivered,656.47,44.88,1,East_A_orders.csv,0,5,5,True,False,False,0.0
EAS-1195,East_A,East,2025-10-02,2025-10-02,2025-10-04,Delivered,1379.04,72.1,5,East_A_orders.csv,0,2,2,True,False,False,0.0
EAS-1196,East_A,East,2025-10-10,2025-10-10,2025-10-11,Delivered,3553.5,143.38,5,East_A_orders.csv,0,1,1,True,False,False,0.0
EAS-1197,East_A,East,2025-10-02,2025-10-02,2025-10-06,Delivered,4303.66,165.83,5,East_A_orders.csv,0,4,4,True,False,False,0.0
EAS-1198,East_A,East,2025-10-03,2025-10-04,2025-10-06,Delivered,1006.14,26.98,2,East_A_orders.csv,1,2,3,True,False,False,0.0
EAS-1199,East_A,East,2025-10-12,2025-10-13,2025-10-19,Delivered,771.14,38.87,1,East_A_orders.csv,1,6,7,False,True,False,15.4228
EAS-1200,East_A,East,2025-10-01,2025-10-02,2025-10-08,Delivered,819.85,43.56,4,East_A_orders.csv,1,6,7,False,True,False,16.397000000000002
EAS-1201,East_A,East,2025-10-03,2025-10-04,2025-10-06,Delivered,4244.15,173.06,1,East_A_orders.csv,1,2,3,True,False,False,0.0
EAS-1202,East_A,East,2025-10-02,2025-10-04,2025-10-07,Delivered,2352.04,80.46,2,East_A_orders.csv,2,3,5,True,False,False,0.0
EAS-1203,East_A,East,2025-10-03,2025-10-06,2025-10-09,Delivered,2958.77,70.1,3,East_A_orders.csv,3,3,6,False,True,False,59.1754
EAS-1204,East_A,East,2025-10-01,2025-10-04,2025-10-11,Delivered,1532.96,104.08,5,East_A_orders.csv,3,7,10,False,True,False,30.659200000000002
EAS-1205,East_A,East,2025-10-01,2025-10-05,2025-10-11,Delivered,4393.83,92.9,2,East_A_orders.csv,4,6,10,False,True,False,87.8766
EAS-1206,East_A,East,2025-10-02,2025-10-04,2025-10-08,Delivered,400.36,20.63,5,East_A_orders.csv,2,4,6,False,True,False,8.007200000000001
EAS-1207,East_A,East,2025-10-01,2025-10-02,2025-10-08,Delivered,1149.93,27.45,4,East_A_orders.csv,1,6,7,False,True,False,22.998600000000003
EAS-1208,East_A,East,2025-10-01,2025-10-01,2025-10-02,Delivered,3941.21,273.72,3,East_A_orders.csv,0,1,1,True,False,False,0.0
EAS-1209,East_A,East,2025-10-06,2025-10-11,2025-10-16,Delivered,1816.16,136.26,5,East_A_orders.csv,5,5,10,False,True,False,36.3232
EAS-1210,East_A,East,2025-10-02,2025-10-02,2025-10-04,Delivered,4583.16,138.29,1,East_A_orders.csv,0,2,2,True,False,False,0.0
EAS-1211,East_A,East,2025-10-14,2025-10-14,2025-10-17,Delivered,398.47,18.22,4,East_A_orders.csv,0,3,3,True,False,False,0.0
EAS-1212,East_A,East,2025-10-01,2025-10-04,2025-10-07,In Transit,2519.85,51.86,1,East_A_orders.csv,3,3,6,False,True,False,50.397
EAS-1213,East_A,East,2025-10-04,2025-10-04,2025-10-06,Delivered,1758.78,37.34,2,East_A_orders.csv,0,2,2,True,False,False,0.0
EAS-1214,East_A,East,2025-10-05,2025-10-09,2025-10-17,Delivered,2813.27,222.77,2,East_A_orders.csv,4,8,12,False,True,False,56.2654
EAS-1215,East_A,East,2025-10-02,2025-10-06,2025-10-13,Delivered,4324.31,304.22,1,East_A_orders.csv,4,7,11,False,True,False,86.48620000000001
EAS-1216,East_A,East,2025-10-09,2025-10-11,2025-10-13,Delivered,904.51,24.79,4,East_A_orders.csv,2,2,4,True,False,False,0.0
EAS-1217,East_A,East,2025-10-01,2025-10-06,2025-10-11,Delivered,1109.64,32.02,4,East_A_orders.csv,5,5,10,False,True,False,22.192800000000002
EAS-1218,East_A,East,2025-10-01,2025-10-02,2025-10-06,Delivered,2365.57,102.68,3,East_A_orders.csv,1,4,5,True,False,False,0.0
EAS-1219,East_A,East,2025-10-02,2025-10-02,2025-10-05,Delivered,4144.35,328.34,2,East_A_orders.csv,0,3,3,True,False,False,0.0
EAS-1220,East_A,East,2025-10-05,2025-10-08,2025-10-11,Delivered,2867.61,115.71,4,East_A_orders.csv,3,3,6,False,True,False,57.3522
EAS-1221,East_A,East,2025-10-01,2025-10-01,2025-10-03,Delivered,3946.28,124.39,3,East_A_orders.csv,0,2,2,True,False,False,0.0
EAS-1222,East_A,East,2025-10-03,2025-10-05,2025-10-08,Delivered,3000.38,192.55,3,East_A_orders.csv,2,3,5,True,False,False,0.0
EAS-1223,East_A,East,2025-10-04,2025-10-07,2025-10-15,Delivered,1400.03,42.13,4,East_A_orders.csv,3,8,11,False,True,False,28.0006
EAS-1224,East_A,East,2025-10-02,2025-10-05,2025-10-12,Delivered,3798.88,223.84,2,East_A_orders.csv,3,7,10,False,True,False,75.97760000000001
EAS-1225,East_A,East,2025-10-05,2025-10-08,2025-10-12,Delivered,2979.7,104.68,3,East_A_orders.csv,3,4,7,False,True,False,59.593999999999994
EAS-1226,East_A,East,2025-10-06,2025-10-12,2025-10-21,Delivered,4763.65,321.29,5,East_A_orders.csv,6,9,15,False,True,False,95.273
EAS-1227,East_A,East,2025-10-05,2025-10-08,2025-10-11,Delivered,2840.01,147.48,1,East_A_orders.csv,3,3,6,False,True,False,56.800200000000004
EAS-1228,East_A,East,2025-10-05,2025-10-12,2025-10-20,Delivered,1898.09,47.52,1,East_A_orders.csv,7,8,15,False,True,False,37.9618
EAS-1229,East_A,East,2025-10-13,2025-10-15,2025-10-18,Delivered,3033.32,113.91,2,East_A_orders.csv,2,3,5,True,False,False,0.0
EAS-1230,East_A,East,2025-10-02,2025-10-03,2025-10-08,Delivered,2636.43,113.15,4,East_A_orders.csv,1,5,6,False,True,False,52.7286
EAS-1231,East_A,East,2025-10-09,2025-10-09,2025-10-10,Delivered,1479.4,51.27,3,East_A_orders.csv,0,1,1,True,False,False,0.0
EAS-1232,East_A,East,2025-10-09,2025-10-14,2025-10-20,Delivered,4245.98,272.35,2,East_A_orders.csv,5,6,11,False,True,False,84.91959999999999
EAS-1233,East_A,East,2025-10-21,2025-10-22,2025-10-23,Delivered,2143.56,128.24,2,East_A_orders.csv,1,1,2,True,False,False,0.0
EAS-1234,East_A,East,2025-10-04,2025-10-06,2025-10-09,Returned,1607.85,42.92,1,East_A_orders.csv,2,3,5,True,False,True,964.7099999999999
EAS-1235,East_A,East,2025-10-03,2025-10-05,2025-10-09,Delivered,2947.13,225.91,4,East_A_orders.csv,2,4,6,False,True,False,58.942600000000006
EAS-1236,East_A,East,2025-10-07,2025-10-09,2025-10-12,Delivered,4658.8,195.1,2,East_A_orders.csv,2,3,5,True,False,False,0.0
EAS-1237,East_A,East,2025-10-02,2025-10-02,2025-10-04,Delivered,4196.79,264.85,4,East_A_orders.csv,0,2,2,True,False,False,0.0
EAS-1238,East_A,East,2025-10-08,2025-10-08,2025-10-11,Delivered,2402.24,95.72,1,East_A_orders.csv,0,3,3,True,False,False,0.0
EAS-1239,East_A,East,2025-10-03,2025-10-06,2025-10-13,Delivered,4032.05,90.65,4,East_A_orders.csv,3,7,10,False,True,False,80.641
EAS-1240,East_A,East,2025-10-01,2025-10-06,2025-10-12,Delivered,4373.32,163.28,3,East_A_orders.csv,5,6,11,False,True,False,87.4664
EAS-1241,East_A,East,2025-10-09,2025-10-14,2025-10-21,Delivered,874.65,24.04,2,East_A_orders.csv,5,7,12,False,True,False,17.493
EAS-1242,East_A,East,2025-10-14,2025-10-15,2025-10-20,Delivered,1401.49,87.26,4,East_A_orders.csv,1,5,6,False,True,False,28.0298
EAS-1243,East_A,East,2025-10-04,2025-10-04,2025-10-05,Delivered,3053.76,241.73,4,East_A_orders.csv,0,1,1,True,False,False,0.0
EAS-1244,East_A,East,2025-10-02,2025-10-02,2025-10-02,Delivered,4808.43,353.8,3,East_A_orders.csv,0,0,0,True,False,False,0.0
EAS-1245,East_A,East,2025-10-03,2025-10-08,2025-10-16,In Transit,1298.62,84.11,4,East_A_orders.csv,5,8,13,False,True,False,25.972399999999997
EAS-1246,East_A,East,2025-10-02,2025-10-06,2025-10-12,Delivered,3987.16,165.84,4,East_A_orders.csv,4,6,10,False,True,False,79.7432
EAS-1247,East_A,East,2025-10-04,2025-10-05,2025-10-08,Delivered,3201.38,144.68,1,East_A_orders.csv,1,3,4,True,False,False,0.0
EAS-1248,East_A,East,2025-10-01,2025-10-03,2025-10-08,Delivered,3208.21,221.68,4,East_A_orders.csv,2,5,7,False,True,False,64.16420000000001
EAS-1249,East_A,East,2025-10-01,2025-10-06,2025-10-15,Delivered,4554.01,265.39,3,East_A_orders.csv,5,9,14,False,True,False,91.0802
NOR-1000,North_A,North,2025-10-03,2025-10-03,2025-10-05,Delivered,384.61,27.68,4,North_A_orders.csv,0,2,2,True,False,False,0.0
NOR-1001,North_A,North,2025-10-01,2025-10-02,2025-10-05,Delivered,4698.91,94.2,4,North_A_orders.csv,1,3,4,True,False,False,0.0
NOR-1002,North_A,North,2025-10-02,2025-10-04,2025-10-06,Delivered,1527.02,86.6,2,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1003,North_A,North,2025-10-01,2025-10-03,2025-10-05,Delivered,4917.83,236.08,5,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1004,North_A,North,2025-10-05,2025-10-05,2025-10-08,Delivered,3452.74,160.24,4,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1005,North_A,North,2025-10-04,2025-10-07,2025-10-10,Delivered,2648.33,139.84,5,North_A_orders.csv,3,3,6,False,True,False,52.9666
NOR-1006,North_A,North,2025-10-18,2025-10-20,2025-10-25,Returned,533.61,16.95,1,North_A_orders.csv,2,5,7,False,True,True,330.8382
NOR-1007,North_A,North,2025-10-17,2025-10-19,2025-10-24,Delivered,2975.08,231.8,4,North_A_orders.csv,2,5,7,False,True,False,59.501599999999996
NOR-1008,North_A,North,2025-10-04,2025-10-06,2025-10-09,Delivered,4935.75,327.41,4,North_A_orders.csv,2,3,5,True,False,False,0.0
NOR-1009,North_A,North,2025-10-02,2025-10-05,2025-10-11,Delivered,4638.87,273.99,4,North_A_orders.csv,3,6,9,False,True,False,92.7774
NOR-1010,North_A,North,2025-10-10,2025-10-10,2025-10-14,Delivered,1623.81,64.16,3,North_A_orders.csv,0,4,4,True,False,False,0.0
NOR-1011,North_A,North,2025-10-05,2025-10-07,2025-10-09,Delivered,4861.39,344.84,5,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1012,North_A,North,2025-10-05,2025-10-06,2025-10-12,Delivered,2194.95,47.25,5,North_A_orders.csv,1,6,7,False,True,False,43.898999999999994
NOR-1013,North_A,North,2025-10-02,2025-10-03,2025-10-07,Delivered,3508.03,99.49,5,North_A_orders.csv,1,4,5,True,False,False,0.0
NOR-1014,North_A,North,2025-10-04,2025-10-09,2025-10-17,Delivered,3159.33,119.23,5,North_A_orders.csv,5,8,13,False,True,False,63.1866
NOR-1015,North_A,North,2025-10-11,2025-10-11,2025-10-14,Delivered,2742.78,187.73,4,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1016,North_A,North,2025-10-03,2025-10-04,2025-10-07,Delivered,102.55,4.22,3,North_A_orders.csv,1,3,4,True,False,False,0.0
NOR-1017,North_A,North,2025-10-01,2025-10-01,2025-10-03,Delivered,687.34,27.67,3,North_A_orders.csv,0,2,2,True,False,False,0.0
NOR-1018,North_A,North,2025-10-02,2025-10-07,2025-10-14,Delivered,4861.73,377.98,2,North_A_orders.csv,5,7,12,False,True,False,97.2346
NOR-1019,North_A,North,2025-10-07,2025-10-08,2025-10-10,Delivered,3208.32,195.2,5,North_A_orders.csv,1,2,3,True,False,False,0.0
NOR-1020,North_A,North,2025-10-04,2025-10-08,2025-10-15,Delivered,3668.26,154.31,4,North_A_orders.csv,4,7,11,False,True,False,73.3652
NOR-1021,North_A,North,2025-10-21,2025-10-25,2025-10-30,Delivered,838.52,42.34,5,North_A_orders.csv,4,5,9,False,True,False,16.7704
NOR-1022,North_A,North,2025-10-10,2025-10-10,2025-10-10,Delivered,4066.56,166.4,4,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1023,North_A,North,2025-10-15,2025-10-17,2025-10-19,Delivered,3410.88,218.68,2,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1024,North_A,North,2025-10-13,2025-10-14,2025-10-18,Delivered,4104.39,218.81,4,North_A_orders.csv,1,4,5,True,False,False,0.0
NOR-1025,North_A,North,2025-10-02,2025-10-06,2025-10-12,Delivered,1466.47,90.95,3,North_A_orders.csv,4,6,10,False,True,False,29.3294
NOR-1026,North_A,North,2025-10-10,2025-10-13,2025-10-17,Delivered,4684.61,314.43,4,North_A_orders.csv,3,4,7,False,True,False,93.6922
NOR-1027,North_A,North,2025-10-05,2025-10-08,2025-10-12,In Transit,1491.21,57.15,2,North_A_orders.csv,3,4,7,False,True,False,29.8242
NOR-1028,North_A,North,2025-10-06,2025-10-06,2025-10-09,Delivered,1262.52,49.9,4,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1029,North_A,North,2025-10-03,2025-10-06,2025-10-12,Delivered,2758.45,139.38,5,North_A_orders.csv,3,6,9,False,True,False,55.169
NOR-1030,North_A,North,2025-10-04,2025-10-05,2025-10-09,Delivered,3261.01,196.1,1,North_A_orders.csv,1,4,5,True,False,False,0.0
NOR-1031,North_A,North,2025-10-02,2025-10-02,2025-10-05,Delivered,3262.81,99.93,4,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1032,North_A,North,2025-10-04,2025-10-07,2025-10-11,Delivered,4770.05,190.06,5,North_A_orders.csv,3,4,7,False,True,False,95.40100000000001
NOR-1033,North_A,North,2025-10-05,2025-10-05,2025-10-05,Delivered,2477.87,104.97,2,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1034,North_A,North,2025-10-14,2025-10-17,2025-10-25,Delivered,3113.54,247.23,2,North_A_orders.csv,3,8,11,False,True,False,62.2708
NOR-1035,North_A,North,2025-10-02,2025-10-02,2025-10-02,Delivered,769.44,48.12,5,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1036,North_A,North,2025-10-02,2025-10-02,2025-10-02,Delivered,499.81,10.15,4,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1037,North_A,North,2025-10-09,2025-10-13,2025-10-20,Delivered,4461.03,179.69,4,North_A_orders.csv,4,7,11,False,True,False,89.22059999999999
NOR-1038,North_A,North,2025-10-05,2025-10-10,2025-10-15,Delivered,859.7,67.84,2,North_A_orders.csv,5,5,10,False,True,False,17.194000000000003
NOR-1039,North_A,North,2025-10-10,2025-10-12,2025-10-14,Delivered,4156.56,150.85,4,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1040,North_A,North,2025-10-05,2025-10-11,2025-10-22,Delivered,3657.85,287.33,4,North_A_orders.csv,6,11,17,False,True,False,73.157
NOR-1041,North_A,North,2025-10-07,2025-10-08,2025-10-10,Delivered,3745.81,131.3,2,North_A_orders.csv,1,2,3,True,False,False,0.0
NOR-1042,North_A,North,2025-10-17,2025-10-20,2025-10-26,Delivered,949.14,27.89,2,North_A_orders.csv,3,6,9,False,True,False,18.9828
NOR-1043,North_A,North,2025-10-02,2025-10-04,2025-10-09,Delivered,3319.85,153.18,5,North_A_orders.csv,2,5,7,False,True,False,66.397
NOR-1044,North_A,North,2025-10-03,2025-10-03,2025-10-03,Delivered,170.53,4.6,5,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1045,North_A,North,2025-10-01,2025-10-04,2025-10-10,Delivered,2376.9,140.2,2,North_A_orders.csv,3,6,9,False,True,False,47.538000000000004
NOR-1046,North_A,North,2025-10-05,2025-10-06,2025-10-09,Delivered,3166.71,158.93,1,North_A_orders.csv,1,3,4,True,False,False,0.0
NOR-1047,North_A,North,2025-10-04,2025-10-07,2025-10-15,Returned,4726.83,340.48,3,North_A_orders.csv,3,8,11,False,True,True,2930.6346
NOR-1048,North_A,North,2025-10-09,2025-10-12,2025-10-20,Delivered,4074.9,282.14,4,North_A_orders.csv,3,8,11,False,True,False,81.498
NOR-1049,North_A,North,2025-10-03,2025-10-05,2025-10-07,Delivered,1662.98,117.56,2,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1050,North_A,North,2025-10-03,2025-10-04,2025-10-05,Delivered,1806.85,137.68,4,North_A_orders.csv,1,1,2,True,False,False,0.0
NOR-1051,North_A,North,2025-10-03,2025-10-05,2025-10-09,Delivered,2885.75,157.43,3,North_A_orders.csv,2,4,6,False,True,False,57.715
NOR-1052,North_A,North,2025-10-03,2025-10-07,2025-10-11,Delivered,4660.71,333.26,1,North_A_orders.csv,4,4,8,False,True,False,93.2142
NOR-1053,North_A,North,2025-10-06,2025-10-06,2025-10-09,Delivered,2718.2,135.35,1,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1054,North_A,North,2025-10-02,2025-10-03,2025-10-07,Delivered,4536.37,115.57,4,North_A_orders.csv,1,4,5,True,False,False,0.0
NOR-1055,North_A,North,2025-10-15,2025-10-17,2025-10-22,Delivered,2297.38,86.36,1,North_A_orders.csv,2,5,7,False,True,False,45.9476
NOR-1056,North_A,North,2025-10-05,2025-10-06,2025-10-09,Returned,4873.82,388.72,2,North_A_orders.csv,1,3,4,True,False,True,2924.292
NOR-1057,North_A,North,2025-10-03,2025-10-04,2025-10-08,Delivered,800.66,52.6,4,North_A_orders.csv,1,4,5,True,False,False,0.0
NOR-1058,North_A,North,2025-10-11,2025-10-12,2025-10-17,Delivered,2043.59,150.23,2,North_A_orders.csv,1,5,6,False,True,False,40.8718
NOR-1059,North_A,North,2025-10-01,2025-10-01,2025-10-01,Delivered,4741.52,375.34,4,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1060,North_A,North,2025-10-03,2025-10-04,2025-10-10,Delivered,3554.91,124.15,3,North_A_orders.csv,1,6,7,False,True,False,71.0982
NOR-1061,North_A,North,2025-10-01,2025-10-02,2025-10-04,Delivered,375.89,10.2,5,North_A_orders.csv,1,2,3,True,False,False,0.0
NOR-1062,North_A,North,2025-10-09,2025-10-12,2025-10-19,Delivered,2061.09,100.3,1,North_A_orders.csv,3,7,10,False,True,False,41.2218
NOR-1063,North_A,North,2025-10-11,2025-10-13,2025-10-17,Delivered,2813.89,219.93,2,North_A_orders.csv,2,4,6,False,True,False,56.2778
NOR-1064,North_A,North,2025-10-01,2025-10-01,2025-10-01,In Transit,3514.93,151.33,1,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1065,North_A,North,2025-10-13,2025-10-13,2025-10-14,Delivered,931.43,54.78,2,North_A_orders.csv,0,1,1,True,False,False,0.0
NOR-1066,North_A,North,2025-10-02,2025-10-02,2025-10-02,Delivered,2320.88,50.92,1,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1067,North_A,North,2025-10-02,2025-10-05,2025-10-11,Delivered,4563.54,316.49,2,North_A_orders.csv,3,6,9,False,True,False,91.2708
NOR-1068,North_A,North,2025-10-03,2025-10-06,2025-10-11,Delivered,4395.64,233.39,5,North_A_orders.csv,3,5,8,False,True,False,87.9128
NOR-1069,North_A,North,2025-10-01,2025-10-05,2025-10-10,In Transit,837.04,46.58,1,North_A_orders.csv,4,5,9,False,True,False,16.7408
NOR-1070,North_A,North,2025-10-18,2025-10-20,2025-10-24,Delivered,2132.62,77.64,4,North_A_orders.csv,2,4,6,False,True,False,42.6524
NOR-1071,North_A,North,2025-10-09,2025-10-14,2025-10-21,Returned,4263.27,148.54,1,North_A_orders.csv,5,7,12,False,True,True,2643.2274
NOR-1072,North_A,North,2025-10-01,2025-10-03,2025-10-08,Delivered,3391.33,193.6,4,North_A_orders.csv,2,5,7,False,True,False,67.8266
NOR-1073,North_A,North,2025-10-02,2025-10-03,2025-10-05,Delivered,4173.72,160.55,1,North_A_orders.csv,1,2,3,True,False,False,0.0
NOR-1074,North_A,North,2025-10-05,2025-10-09,2025-10-15,Delivered,756.67,16.44,5,North_A_orders.csv,4,6,10,False,True,False,15.1334
NOR-1075,North_A,North,2025-10-05,2025-10-05,2025-10-08,Delivered,171.27,7.03,2,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1076,North_A,North,2025-10-06,2025-10-06,2025-10-08,Delivered,2782.49,130.93,4,North_A_orders.csv,0,2,2,True,False,False,0.0
NOR-1077,North_A,North,2025-10-02,2025-10-07,2025-10-14,Delivered,2350.8,165.79,1,North_A_orders.csv,5,7,12,False,True,False,47.016000000000005
NOR-1078,North_A,North,2025-10-02,2025-10-04,2025-10-07,Delivered,1710.88,99.24,3,North_A_orders.csv,2,3,5,True,False,False,0.0
NOR-1079,North_A,North,2025-10-01,2025-10-01,2025-10-03,Delivered,4494.26,217.69,5,North_A_orders.csv,0,2,2,True,False,False,0.0
NOR-1080,North_A,North,2025-10-19,2025-10-19,2025-10-22,Delivered,1790.9,73.17,5,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1081,North_A,North,2025-10-04,2025-10-04,2025-10-07,Delivered,730.87,29.09,3,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1082,North_A,North,2025-10-01,2025-10-04,2025-10-11,Delivered,4380.54,329.65,5,North_A_orders.csv,3,7,10,False,True,False,87.6108
NOR-1083,North_A,North,2025-10-01,2025-10-03,2025-10-07,Delivered,4627.8,158.12,4,North_A_orders.csv,2,4,6,False,True,False,92.55600000000001
NOR-1084,North_A,North,2025-10-03,2025-10-08,2025-10-14,Delivered,1336.94,83.96,3,North_A_orders.csv,5,6,11,False,True,False,26.7388
NOR-1085,North_A,North,2025-10-04,2025-10-05,2025-10-06,Delivered,1288.11,46.57,5,North_A_orders.csv,1,1,2,True,False,False,0.0
NOR-1086,North_A,North,2025-10-02,2025-10-06,2025-10-12,Delivered,2723.14,92.57,5,North_A_orders.csv,4,6,10,False,True,False,54.4628
NOR-1087,North_A,North,2025-10-05,2025-10-09,2025-10-16,Delivered,525.91,27.47,2,North_A_orders.csv,4,7,11,False,True,False,10.5182
NOR-1088,North_A,North,2025-10-05,2025-10-09,2025-10-18,Delivered,1753.49,129.72,2,North_A_orders.csv,4,9,13,False,True,False,35.0698
NOR-1089,North_A,North,2025-10-02,2025-10-02,2025-10-03,Returned,136.92,4.59,4,North_A_orders.csv,0,1,1,True,False,True,82.15199999999999
NOR-1090,North_A,North,2025-10-10,2025-10-12,2025-10-17,Returned,125.97,9.89,3,North_A_orders.csv,2,5,7,False,True,True,78.1014
NOR-1091,North_A,North,2025-10-09,2025-10-11,2025-10-18,Delivered,4209.05,135.97,2,North_A_orders.csv,2,7,9,False,True,False,84.18100000000001
NOR-1092,North_A,North,2025-10-02,2025-10-04,2025-10-06,Delivered,662.7,37.53,5,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1093,North_A,North,2025-10-04,2025-10-05,2025-10-08,Delivered,1909.23,90.22,5,North_A_orders.csv,1,3,4,True,False,False,0.0
NOR-1094,North_A,North,2025-10-01,2025-10-01,2025-10-04,Delivered,3825.12,213.21,3,North_A_orders.csv,0,3,3,True,False,False,0.0
NOR-1095,North_A,North,2025-10-03,2025-10-05,2025-10-09,Delivered,425.83,27.45,4,North_A_orders.csv,2,4,6,False,True,False,8.5166
NOR-1096,North_A,North,2025-10-10,2025-10-12,2025-10-15,Delivered,901.91,26.93,5,North_A_orders.csv,2,3,5,True,False,False,0.0
NOR-1097,North_A,North,2025-10-02,2025-10-05,2025-10-10,Delivered,2982.7,181.88,3,North_A_orders.csv,3,5,8,False,True,False,59.653999999999996
NOR-1098,North_A,North,2025-10-05,2025-10-05,2025-10-10,Delivered,1841.28,80.08,2,North_A_orders.csv,0,5,5,True,False,False,0.0
NOR-1099,North_A,North,2025-10-04,2025-10-06,2025-10-11,Delivered,4705.18,271.31,2,North_A_orders.csv,2,5,7,False,True,False,94.10360000000001
NOR-1100,North_A,North,2025-10-01,2025-10-04,2025-10-11,Delivered,4480.07,301.58,1,North_A_orders.csv,3,7,10,False,True,False,89.6014
NOR-1101,North_A,North,2025-10-02,2025-10-05,2025-10-08,Delivered,2892.46,190.17,3,North_A_orders.csv,3,3,6,False,True,False,57.8492
NOR-1102,North_A,North,2025-10-08,2025-10-10,2025-10-12,Delivered,2339.3,131.56,5,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1103,North_A,North,2025-10-04,2025-10-04,2025-10-05,Delivered,159.8,8.93,4,North_A_orders.csv,0,1,1,True,False,False,0.0
NOR-1104,North_A,North,2025-10-04,2025-10-04,2025-10-04,Delivered,4551.41,250.34,2,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1105,North_A,North,2025-10-15,2025-10-17,2025-10-19,Delivered,3096.13,65.29,4,North_A_orders.csv,2,2,4,True,False,False,0.0
NOR-1106,North_A,North,2025-10-05,2025-10-09,2025-10-16,Delivered,437.72,10.79,1,North_A_orders.csv,4,7,11,False,True,False,8.7544
NOR-1107,North_A,North,2025-10-13,2025-10-13,2025-10-14,In Transit,4210.6,115.71,1,North_A_orders.csv,0,1,1,True,False,False,0.0
NOR-1108,North_A,North,2025-10-03,2025-10-03,2025-10-03,Delivered,1958.6,126.63,2,North_A_orders.csv,0,0,0,True,False,False,0.0
NOR-1109,North_A,North,2025-10-09,2025-10-12,2025-10-15,Returned,1797.1,73.35,2,North_A_orders.csv,3,3,6,False,True,True,1114.202
NOR-1110,North_A,North,2025-10-13,2025-10-14,2025-10-17,Returned,1316.31,71.95,4,North_A_orders.csv,1,3,4,True,False,True,789.786
